Título,Data,Visitas,Votos
Gerenciador de comandos de voz Siri [fechada],5/05/17 às 1:55,149.0,1
Input em múltiplos atributos de uma classe em Python,10/07/19 às 0:06,149.0,-1
Achar elemento que o ID é gerado randomicamente,18/01/16 às 17:50,149.0,0
Urllib.request ou Request?,1/11/19 às 19:56,149.0,1
Ordenar uma lista alfanumérica por numero,4/06/18 às 13:11,148.0,-1
O que usar no lugar de “--use-mirrors” no PIP?,9/03/16 às 19:13,148.0,4
Invertendo duas variáveis sem utilizar uma temporária,4/07/19 às 18:41,148.0,7
Problema ao instalar Seaborn,20/11/17 às 19:48,148.0,3
Como ler corretamente um JSON com vários subníveis?,17/01/19 às 10:37,148.0,1
Como realizar comunicação entre Threads e PySide Qt?,17/07/18 às 15:59,148.0,1
Salvar um arquivo usando uma função de view no django,9/04/19 às 19:05,148.0,1
problema ao inserir valor unicode em banco de dados,11/06/16 às 20:31,148.0,1
Como evitar repetir código?,30/09/17 às 21:00,148.0,1
Qpython 3 if/elif/else,20/04/19 às 0:17,148.0,1
Problemas com win32com,28/05/19 às 17:38,147.0,0
Limitar quantidade de caracteres por coluna DataFrame Python,9/01/20 às 14:12,147.0,0
Para que serve o “@” no python? [duplicada],17/01/20 às 0:58,147.0,1
Error : The manifest file does not exist,9/06/15 às 23:29,147.0,4
"Problema ao inserir rodadas em jogo de pedra , papel e tesoura",4/05/18 às 14:59,147.0,0
Como resolver sobreposição de personagens (sprites) na tela com PyGame,23/01/20 às 12:06,147.0,-1
Parsing NLP com lista externa,31/08/17 às 14:40,147.0,0
Impressão formatada que substitui o uso de .format() em versões do python da 3.6 em diante. Como utilizar?,24/11/19 às 14:43,147.0,3
Como usar scrapy em páginas asp.net,11/01/19 às 17:33,147.0,0
Armazenar dados de uma variável que troca de valor a cada instante,12/11/19 às 22:58,147.0,0
Substituir texto BeautifulSoup,30/08/14 às 13:51,147.0,3
instalando Django em uma venv,1/06/16 às 19:13,147.0,1
Baixar html de tela pós-login em python,4/10/17 às 1:21,147.0,1
Como posso transformar um arquivo INI em um Dict?,30/09/16 às 18:09,147.0,3
Insufficient Permission com Google calendar api v3 usando python,27/07/15 às 15:07,147.0,2
Por que está dando o erro string indices must be integers?,3/09/20 às 2:11,147.0,-1
ajuda com identação que está gerando erro no python 3.6,2/03/17 às 22:24,146.0,1
Como conectar meu código Python com um jogo ou um programa? [fechada],30/11/15 às 22:30,146.0,3
Como salvar o resultado desse código numa lista?,6/11/19 às 23:29,146.0,0
Como converter forma de comunicação de Java para Python,10/07/19 às 15:46,146.0,0
Programa para pegar em uma página web eventos,29/03/18 às 17:26,146.0,1
selecionar uma das palavras contidas na lista [fechada],1/10/18 às 13:24,146.0,0
declaração if - uso de parenteses,11/03/19 às 1:23,146.0,1
"Função em Python juntamente com html, como concilar?",9/02/19 às 0:20,146.0,0
Como funciona o “parse” para tratamento de datas em Python?,3/08/19 às 13:35,146.0,-2
Como obter o nome do pai da função python,13/05/19 às 21:38,146.0,1
Mudar valores de uma array usando for e if,23/02/20 às 1:51,146.0,-1
Definir as cores de um ponto em um gráfico scatter do matplotlib,24/07/20 às 19:16,146.0,1
Alteração de tipos de dados em uma lista em Python,26/02/19 às 0:50,146.0,3
Filtro adicional para groupby,10/04/19 às 13:58,146.0,0
Como corrigir um JSON errado? [fechada],1/07/19 às 14:20,145.0,-1
Como gerar um gráfico com X e Y distintos com o módulo matplotlib em Python?,8/07/18 às 23:47,145.0,-1
"Como usar if, elif e else",29/03/20 às 16:14,145.0,2
Remover tag de comentário e seu conteúdo em Beautifulsoup 4,27/12/18 às 16:56,145.0,1
Ler duas notas e exibir uma string conforme a média entre elas [fechada],6/05/19 às 2:16,145.0,-2
Problema com escrita de tabuleiro em python: 'TypeError: not all arguments converted during string formatting',8/12/15 às 12:05,145.0,2
problemas com retorno “None” em Python,7/05/18 às 15:28,145.0,1
Gerar sequência de número de série autoincrement,4/10/16 às 14:18,144.0,2
como fazer que a função siga uma sequência?,26/03/18 às 18:41,144.0,-1
Select com pyodbc,18/04/18 às 19:38,144.0,0
Mover subpastas com python,18/05/16 às 14:45,144.0,1
Operações aritmética onde alguns dados do DataFrame não são int no Python (pandas),21/04/20 às 20:13,144.0,1
Permutações e ficheiros,14/03/15 às 9:15,144.0,3
Funções geradoras: Quais as vantagens em utilizá-las?,5/04/18 às 12:17,144.0,1
Erro no idioma do mês Django,5/02/17 às 11:20,144.0,1
Classe de dados aninhada construída a partir de um dicionário,18/11/19 às 20:58,144.0,4
Como pegar um array dentro de outro array usando python,28/04/20 às 19:54,144.0,-1
Outra alternativa para não repetir essa “função” três vezes?,4/04/20 às 21:03,144.0,7
404 ao setar um app.route no Flask,14/07/16 às 20:25,144.0,1
Verificar se todos os elementos da lista são iguais,10/11/20 às 14:11,144.0,5
Preencher uma lista,18/05/18 às 0:05,144.0,-1
Como gerar um executável com todos os arquivos do meu projeto? [duplicada],12/04/20 às 20:53,143.0,-2
string indices must be integers,6/10/20 às 17:06,143.0,-1
Algoritimo Ford-Fulkerson Python,11/12/18 às 18:38,143.0,0
Erro ao instalar biblioteca Python,12/04/18 às 1:25,143.0,0
Validar uma expressão com base que os parênteses deviam fechar,1/08/20 às 19:08,143.0,2
Função em Python de coluna para uma lista,26/02/19 às 17:30,143.0,0
"“If(a == b):” ou “if a==b:” em Python, qual o correto?",4/03/18 às 22:14,143.0,1
Python - PHPSESSID,1/08/16 às 13:53,143.0,2
Renderização de Foreign Key no Django,10/07/17 às 1:01,143.0,2
"The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()",30/11/19 às 0:10,143.0,3
Como validar se foi utilizado operador ternário na implementação?,11/01/20 às 12:14,143.0,-1
Verificar se uma string pertence a uma lista,24/04/20 às 22:03,142.0,5
Qual Método para envio de e-mail em Python?,9/06/17 às 13:40,142.0,0
Erro em troca de elementos na matriz,3/07/19 às 2:30,142.0,-1
Problema com a lógica do zipfile com Python,20/05/18 às 14:17,142.0,1
Django rest e angularjs erro cors,23/07/16 às 1:35,142.0,1
como faço para detectar em qual lado esta o objeto se eu traçar uma liha o meio,23/07/18 às 16:29,142.0,0
Desfoque em uma área específica com OpenCV,9/10/19 às 13:46,142.0,0
Printar 2 strings entrelaçadas,14/11/17 às 19:57,142.0,1
Como atualizar a janela tkinter?,9/06/20 às 15:55,142.0,0
Mudar de pagina em um tabela html com beautifulsoup,27/03/19 às 1:44,142.0,0
como fazer total em lista elementos Python django,3/08/19 às 19:43,142.0,0
Serializar Python objects em JSON,30/07/19 às 22:57,142.0,0
O que justificou adicionarem à versão 3.8 do Python a sintaxe para parâmetros somente posicionais?,5/06/19 às 19:47,141.0,18
Script em Python não gera o gráfico como esperado,6/06/18 às 18:52,141.0,0
Não consigo converter para inteiro [fechada],20/06/17 às 16:12,141.0,-4
Estou com uma duvida no text_input do kivy + sql,25/10/18 às 13:49,141.0,0
Como criar uma mapa JSON baseado em arquivo identado,7/12/18 às 16:04,141.0,0
Extrair conteúdo do campo “Nome:” até o final da linha,8/04/19 às 21:45,141.0,2
tratamento de string em pandas,15/06/18 às 15:58,141.0,2
Como retornar um JSON com caracteres especiais no Flask?,7/10/19 às 1:48,141.0,1
Array Python [AJUDA],8/05/19 às 23:09,141.0,-1
"Receba um número inteiro na entrada, calcule e imprima a soma dos dígitos impares deste número na saída",17/07/20 às 5:08,141.0,-1
"Como chamo um metodo de uma classe do tipo QtGui.QMainWindow, dentro de outra classe do tipo QObject em python",3/01/16 às 21:17,141.0,1
Acessar variável através de exec,12/02/18 às 12:12,141.0,0
Dicionário a partir de índice de lista,19/06/19 às 19:55,140.0,-1
Usando resample no pandas com variável de data intermitente,9/12/19 às 15:00,140.0,1
Como a conexão do pymongo é estabelecida?,17/09/19 às 20:44,140.0,1
"Fiz um joguinho bem simples em Python mas ele entra em um loop infinito, alguém, por favor poderia me ajudar nessa?",5/06/17 às 22:14,140.0,0
Remover elementos repetidos usando duas listas,28/03/20 às 14:53,140.0,3
Qual o problema? Uso o PyCharm,11/04/18 às 16:37,140.0,-3
Como implementar esse while not do Python em C?,4/09/18 às 20:34,140.0,1
Criar sub-listas em python,17/04/20 às 13:34,140.0,1
Desempenho de funções com e sem criação de variáveis locais,17/12/18 às 21:45,140.0,6
Múltiplos pipelines para tratar spiders diferentes no Scrapy,9/01/15 às 19:54,140.0,3
Operações complexas com Python (pygame.math.Vector2),29/09/18 às 1:13,139.0,1
Problema com batch de arquivo python ao ativar gerenciador de tarefas do windows,17/05/19 às 13:43,139.0,2
Erro para acessar método classe pai [fechada],18/09/17 às 22:19,139.0,1
Lendo e processando arquivo XML de uma base CVE (Common Vulnerabilities and Exposures) com o Python,22/03/20 às 12:29,139.0,2
Como ignorar as migrations do django.contrib.auth?,23/02/18 às 11:57,139.0,0
Como ordenar lista de tuplas em python pelo valor,13/09/19 às 18:14,139.0,-3
Adaptação de código fortran para python [RuntimeWarning: overflow encountered in double_scalars],30/12/18 às 19:08,139.0,1
Fazer uma função que calcule a seguinte soma:,16/10/20 às 19:43,138.0,0
Erro no print do python,5/08/18 às 22:16,138.0,1
UnicodeDecodeError ao ler arquivo CSV,2/05/19 às 15:17,138.0,0
Conversão shapefile para raster usando Python e biblioteca GDAL,22/12/17 às 13:45,138.0,0
Python Error SQLACHEMY,28/10/18 às 15:22,138.0,0
como lidar com um json que contem varios resultados usando python,18/01/18 às 22:52,138.0,0
Kivy: ScreenManager() para Limpar Widgets antes da transição de tela,23/07/19 às 14:40,138.0,0
Redirecionar Http para Https - Nginx com let's encrypt,21/03/18 às 13:30,138.0,0
Por que kwargs não aceita uma keyword? [keyword can't be an expression],15/01/16 às 15:04,138.0,1
Quebrando string a partir de um caracter,2/01/20 às 13:25,138.0,0
Tempo de execução de um algoritmo,24/08/19 às 16:32,138.0,6
Diferenças entre __name__ e __qualname__,28/10/18 às 1:39,138.0,3
Ordenar como foi digitado (python),21/04/18 às 22:42,138.0,0
ajuda com listview Django,3/04/18 às 12:17,138.0,0
Problema com a urllib,6/10/15 às 23:02,138.0,3
Função para tirar duplicação de uma lista de lista- Python,1/08/19 às 19:23,138.0,1
Verificar números randômicos (randint),9/06/15 às 2:34,138.0,1
Python - problema com o PIP (ou com módulos),17/10/18 às 14:25,137.0,0
"Valores do Choices estão sendo armazenados assim ['Cachorro', 'Gato', 'Pássaros']",1/04/19 às 10:23,137.0,0
Python: O ^ não está transformando a character class do meu regex em negativa,23/09/17 às 20:53,137.0,5
Selecionando e deletando linhas aleatórias de csv em python [fechada],24/07/16 às 2:55,137.0,1
Web2py - Erro ao utilizar SQLFORM.factory(),24/07/17 às 19:53,137.0,0
Input com classe igual selenium,14/05/20 às 14:52,137.0,0
Fazer sistema de anexo com meu enviador de email python,20/04/19 às 14:53,137.0,0
re.error: bad escape \c at position 0 [fechada],18/12/19 às 20:03,137.0,0
VBA rodando o python - Script nao faz nada,4/10/19 às 21:08,137.0,0
"Python os.mkdir, arquivo existe",1/11/19 às 4:54,137.0,0
Como arredondar numeros decimais para o maior inteiro? python [duplicada],12/04/19 às 23:30,136.0,1
Por que devemos importar MessageBox explicitamente no Tkinter mesmo importando com o asterisco?,18/01/19 às 11:53,136.0,3
RFID-RD522 com Python [fechada],16/06/16 às 12:44,136.0,2
Matplotlib.pyplot com Django,14/10/19 às 12:51,136.0,0
Erro em pesquisa no django,10/06/15 às 21:12,136.0,1
Como coverter string para objeto timestamp?,27/07/17 às 17:28,136.0,1
Flask comunicação ajax html,11/12/19 às 23:50,136.0,-1
Gerar CSV em Python a partir de um txt,18/06/19 às 0:24,136.0,0
Interface entre python e prolog,17/07/16 às 14:01,136.0,2
Como saber de qual origem estou executando o Python?,23/07/18 às 17:47,136.0,3
Trabalhando com datas de planilhas,29/08/19 às 11:20,136.0,2
Como procurar texto parcial em uma lista de strings?,12/02/20 às 17:23,136.0,1
Dois programas iguais fornecendo saídas diferentes [duplicada],26/01/19 às 14:11,136.0,4
Ler arquivos e colocar automaticamente na linha desejada;,22/01/18 às 12:59,136.0,-1
É possível definir como async o método inicializador de uma classe em Python?,12/06/19 às 15:00,135.0,4
Pegar dados do banco por sessão com Django,23/06/19 às 9:32,135.0,0
Gerar números aleatórios com resultado total fixa em python,24/06/19 às 23:29,135.0,1
"Python, ldap3 e Apache Directory Studio",14/08/17 às 11:38,135.0,2
Não consigo retornar os valores atribuídos as variáveis,23/01/18 às 20:18,135.0,1
Como posso comparar as chaves de uma hash com uma entrada do usuário?,28/01/17 às 2:41,135.0,4
Problemas com a codificação utf8 em python,14/12/18 às 14:19,134.0,0
Adicionar Entradas em uma Lista Multidimensional usando input no Python,9/08/19 às 12:21,134.0,0
Flask e seus contextos,30/11/18 às 20:46,134.0,4
Duvidas sobre funções,22/09/17 às 5:16,134.0,1
Condição “If” não entra na estrutura [fechada],8/08/19 às 14:26,134.0,-3
Função para printar diretório em uma Label Python,8/08/19 às 14:01,134.0,0
Implementar filas para gerenciar a concorrência entre spiders no Scrapyd,9/01/15 às 20:08,134.0,2
Preciso alterar uma coluna do dataframe de acordo com valor encontrado em outra coluna no Python. Como fazer? [fechada],7/10/19 às 11:40,134.0,2
Comparar o elemento com o resto da lista Python,17/08/19 às 22:43,134.0,0
Erro de sintaxe socket-python,5/04/17 às 19:36,134.0,0
Setar valor em campo de formulário (ou input de string),30/07/19 às 20:15,134.0,0
Python - Como manter casas decimais de item de lista para variável?,23/06/18 às 3:39,134.0,2
Problemas com o Psycopg2 no MAC,4/07/15 às 14:42,134.0,2
Selenium Python Input em um teclado virtual,20/08/19 às 13:40,134.0,0
Construtor python com **kwargs,7/12/17 às 17:53,134.0,1
Juntar vários arquivos .nc?,6/09/19 às 15:18,134.0,0
Como executar um laço enquanto aguarda entrada?,31/12/16 às 12:42,133.0,5
Encontrar valores em uma lista que são iguais ao índice onde se encontram. Como otimizar?,19/08/18 às 13:49,133.0,2
Como navegar por uma lista em Python a cada chamada de uma função?,9/05/20 às 2:59,133.0,-2
Como posso testar uma exception no meu código com unittest?,19/12/16 às 7:01,133.0,1
Como passo valores de um CSV para um JSON em Python?,12/10/18 às 17:43,133.0,0
'DataFrame' object has no attribute 'sort',27/11/19 às 19:02,133.0,-1
Integrar linguagem Python a sites. Como? [fechada],26/01/18 às 18:38,133.0,0
Comparar Dataframes e mostrar as informações diferentes entre eles,1/11/19 às 11:22,133.0,1
Dúvida na comparação de string e listar valor para todas as linhas,27/08/14 às 14:24,133.0,4
Porque um jogo tão simples está ficando tão pesado?,1/05/18 às 14:52,133.0,1
Ordenar listas sem o sort,26/02/20 às 14:30,133.0,1
O que significa transition band em filtros passa-banda?,27/06/18 às 22:48,133.0,3
Definir retorno de resultado de função ou método [fechada],13/10/17 às 18:09,133.0,1
Sobrescrever property() na classe filha,15/12/18 às 13:41,133.0,3
Como posso salvar os dados gerados pelo meu laço while no python3? [duplicada],25/11/19 às 20:23,133.0,-1
AttributeError: 'NoneType' object has no attribute 'insert' - Tentando inserir uma coluna,4/09/20 às 14:08,132.0,0
Como executar esse script de uma maneira mais sofisticada?,6/09/18 às 9:23,132.0,-2
Reutilizar variaveis de função,30/07/18 às 14:42,132.0,0
jwt.decode - qual a necessidade de uma lista de algoritmos?,14/06/20 às 22:32,132.0,2
Código para gerar beep contínuo,10/12/17 às 0:34,132.0,3
Como construir um parse básico para tratar uma sentença e extrair uma ação contida nela que sera executada?,8/09/18 às 21:46,132.0,-3
Problemas de codificação,10/07/18 às 10:48,132.0,0
PyInstaller gerando erro para importar a biblioteca numpy,21/01/19 às 21:47,132.0,1
Django gerando código estranho,6/05/16 às 2:07,132.0,5
Identificar valor faltando em sequência numérica,16/05/18 às 20:15,132.0,0
“rankear” array em Python,22/09/17 às 3:16,132.0,2
Como interpolar elementos de uma matriz no python?,29/09/18 às 16:03,132.0,1
"Quando se trata do “list” do Python, é errado chamar de “array”?",12/12/16 às 12:46,132.0,11
Digitar uma palavra e retornar a palavra com as vogais maiúsculas,14/01/19 às 22:24,132.0,4
Montar lista sem palavras repetidas a partir de um arquivo,19/04/20 às 22:26,132.0,1
Como fazer atribuição de variáveis em massa no Python?,14/08/15 às 16:02,132.0,4
Função remove lista encadeada,14/10/17 às 0:44,132.0,1
Erro Python com Django on_delete,28/06/19 às 12:31,132.0,0
Problema de Codificação em Python,19/11/19 às 1:00,131.0,0
Como gravar campos com acentuação em sqlite3 via Python?,24/06/16 às 23:55,131.0,4
Identificar sequencias de zero em um arquivo csv utilizando python [fechada],19/01/19 às 12:08,131.0,-1
Validação com expressão regular considera inválido mesmo quando encontra um match,20/03/19 às 3:08,131.0,1
Burlando encurtadores com python,19/12/17 às 15:48,131.0,1
Selecionar somente uma parte do titulo do DataFrame,12/12/19 às 15:37,131.0,0
Use o método split() e if para criar uma declaração que imprima as palavras que começam com 's' [fechada],20/09/19 às 23:27,131.0,0
Sorted retorna espaço em branco dentro do Array,26/02/19 às 17:07,131.0,1
Guardar retorno dos campos em variáveis em python,6/12/18 às 16:55,131.0,0
Como fazer uma busca de arquivos usando Python,15/01/20 às 22:33,131.0,0
(Socket) Conexão Cliente e Servidor - como obter retorno do Cmd-> Cliente (Python),31/03/18 às 1:31,131.0,2
Por que essa função fatorial não funciona?,18/09/18 às 0:42,131.0,1
Kivy FileChooser como selecionar um diretório,10/05/19 às 19:23,131.0,0
"Criar formulário de Usuário em Django como superusuário, e validar no HTML se é ou não superusuário",3/09/19 às 22:47,131.0,0
Como realizar uma conexão com socket utilizando o Hamachi em Python?,26/08/19 às 23:56,131.0,0
"Como acessar a chave, pelo valor, em dicionário python?",5/10/20 às 21:04,130.0,3
Python 3 - Controle de Fluxo inesperado ao executar IF/IF NOT ou IF/ELSE,12/03/19 às 10:15,130.0,3
Sacola de Tarefas (Bag of Tasks) para multiplicação de Matrizes,3/11/17 às 16:10,130.0,1
Python - como criar uma matriz bidimensional com laços for,2/05/20 às 18:13,130.0,1
Qual a diferença entre essas formas de execução de comando?,29/05/18 às 16:07,130.0,1
Alguma forma mais pythonica de resolver o problema abaixo?,21/11/19 às 18:58,130.0,3
Error[Errno 107] Transport endpoint is not connected (sockets python),13/06/20 às 17:38,130.0,0
Como criar múltiplas páginas iniciais em um único portal no Plone?,19/08/15 às 16:08,130.0,3
Pegar a probabilidade de pertencer a cada classe,9/04/19 às 20:04,130.0,0
Duvida: como utilizar scripts python para web?,7/09/17 às 2:50,130.0,4
Dúvida sobre Redes Neurais,12/03/19 às 20:00,130.0,5
Slice proporcional ao tamanho do dataframe,5/07/17 às 18:16,130.0,1
Exportar tabela Postgre SQL para texto (csv) via psycopg2,13/03/19 às 14:26,130.0,0
Como verificar se a opção digitada está entre as opções válidas,29/12/19 às 10:47,130.0,3
Dividir dicionário em python,27/04/20 às 22:19,130.0,0
Erro Django: Invalid block tag: expected 'endblock',24/11/15 às 15:04,129.0,0
Como importar pydensecrf.densecrf?,20/06/18 às 21:15,129.0,0
Erro sempre que uso a função max python 3.6.1,10/04/17 às 9:36,129.0,0
Print não mostra resultado exibe “TypeError: 'float' object is not iterable”,4/06/20 às 19:17,129.0,1
Porcentagem com if em Python,27/08/20 às 19:00,129.0,-4
Como automatizar download de PDF com selenium?,21/06/20 às 1:38,129.0,-2
Como abrir diferentes páginas web usando o while,26/09/17 às 19:11,128.0,1
Como criar dois pontos y para um mesmo x?,27/09/19 às 15:01,128.0,2
Array multidimensional python,12/09/16 às 19:18,128.0,2
Dúvida sobre inserção de itens numa lista com índices dentro de colchetes em Python,20/06/20 às 22:18,128.0,6
Como obter o texto do <span>? mas quando se tem uma <img> nesse <span> da erro!,14/09/18 às 16:13,128.0,0
Biblioteca sys - maxsize,11/04/18 às 19:37,128.0,3
Como fazer uma função que pega dados e solta no chat do bot,22/04/18 às 16:58,128.0,0
Não consigo fazer uma requisição para o flask pelo angular no apache,29/08/19 às 3:10,128.0,0
Expressões Regulares em python,27/03/18 às 10:48,128.0,0
Atribuição de listas em uma matriz,18/04/18 às 22:45,128.0,0
Método recursivo em Python que devolva quantas vezes um determinado elemento aparece num vetor,20/04/20 às 0:34,128.0,3
Qual a diferença entre o operador IN e ==?,14/04/18 às 20:45,128.0,6
Soma e Multiplicação com itens de um CSV,12/08/19 às 0:04,128.0,1
Como posso obter a cor de um pixel usando python3,25/02/19 às 19:08,128.0,1
Portando um código de Python 2 para Python 3: Scan ICMP com erros,31/08/16 às 21:27,128.0,1
Como reduzir número de loops para calcular menor diferença entre todos os números de uma lista?,10/03/20 às 19:37,128.0,6
Pra tratar erros sempre devo usar try catch?,15/05/20 às 18:29,128.0,5
ubuntu - erro ao tentar atualizar pacotes,13/03/18 às 16:27,128.0,0
Duvida com Python+django,17/06/16 às 16:47,127.0,4
O que tem de errado com a lógica desse código ´Python?,10/12/16 às 2:14,127.0,1
Tratar funções que retornam múltiplos valores em Python [duplicada],29/09/18 às 18:44,127.0,-1
Verificar se delta é menor que zero (Fórmula de Bhaskara),20/10/20 às 1:41,127.0,-1
Como eu posso imputar valores com o Sublime text,26/08/19 às 1:25,127.0,0
Organizando código dento do __init__.py,25/05/20 às 18:24,127.0,1
Repetir um algoritmo se a resposta for errada em jogo adivinhação sem perder o número sorteado,26/06/19 às 2:09,127.0,1
Verificar índice em dict,21/01/17 às 12:17,127.0,2
Erro de indentação,20/12/18 às 18:06,127.0,2
Mudar de Tela Windows com Python,19/08/19 às 18:54,127.0,0
Tipos diferentes de dicionarios python,16/05/17 às 16:03,126.0,5
Ajuda com primeira rede neural,5/06/19 às 19:30,126.0,5
classe QWidget dentro de classe QMainWindow,23/01/19 às 3:29,126.0,0
Regex para capturar links de sites específicos de uma página HTML,11/07/20 às 2:09,126.0,1
Usar “from x import y” em python reduz o tamanho da aplicação?,28/02/18 às 3:58,126.0,1
Comandos de ordem inversa/upper/ troque [fechada],22/08/18 às 20:17,126.0,-4
Usando o python para executar o notepad [fechada],19/02/18 às 19:48,126.0,0
Dúvida sobre inicialização de classe derivada em Python,14/04/19 às 20:34,126.0,2
Como correlacionar 2 diferentes txt em python?,9/05/19 às 14:46,126.0,0
Python Source com subprocess,15/03/17 às 15:16,126.0,0
Dúvida exercício com listas,8/05/19 às 15:47,126.0,4
Por que está tocando o som de erro do Windows ao invés do arquivo especificado? [fechada],2/08/18 às 23:27,126.0,0
Sorted para fórmula de Bhaskara,4/03/19 às 4:06,126.0,1
Python - função Type em tuplos,12/05/18 às 15:53,126.0,0
Método recursivo para apresentar a representação de um número inteiro em uma base,11/01/20 às 14:23,125.0,3
Obter e formatar cookies de um requisição,5/06/19 às 14:31,125.0,0
Erro ao instalar API goslate para python em Windows,13/01/16 às 14:43,125.0,0
Retornar o elemento faltante de uma lista de numeros inteiros,8/10/20 às 20:57,125.0,1
Função que some os valores dentro da lista,6/11/17 às 23:13,125.0,2
O que são dataclasses e quando utilizá-las?,16/04/19 às 18:43,125.0,6
Problemas com dados de entrada na Rede neural com scikit learn,21/08/18 às 23:19,125.0,1
Para que serve o In[]: e out[]:?,11/11/19 às 20:03,125.0,1
Como salvar arquvio sem sobrescrever o anterior python? [fechada],1/07/19 às 16:07,124.0,-1
Como colocar o valor referente ao eixo y junto ao marcador do gráfico?,5/05/20 às 16:23,124.0,0
Python: Limpeza de código html,22/02/18 às 9:07,124.0,1
Como alterar uma imagem dinamicamente num label do kivy,18/02/19 às 23:47,124.0,0
"Retornar substring definida por blocos em Python, na primeira ocorrência",28/11/18 às 16:45,124.0,3
Função para ativar e desativar Listener,6/07/19 às 20:57,124.0,-1
Como gerenciar o funcionamento e falha na execução das Spiders?,12/01/15 às 16:48,124.0,3
Problema na lib PyVCF - Extrair dados de arquivos vcf,9/03/19 às 3:59,124.0,0
Explicitar local do template no Django,25/07/18 às 0:13,124.0,0
Uso de multiplas teclas no Tkinter,14/01/20 às 21:27,124.0,4
Fazer o mock de um raw_input,21/12/16 às 23:26,124.0,4
como retornar um inteiro em python? - Python,16/11/19 às 5:39,124.0,2
"Como transformar uma lista [['a'], ['b']] em uma string: ab",14/08/18 às 23:36,124.0,0
Cálculos aritmético (soma) no banco de dados Flask-SQLAlchemy,6/06/19 às 22:46,124.0,0
python count de diferentes palavras com apenas um contador?,16/12/18 às 1:38,124.0,0
Como eliminar listas vazias na minha lista de listas?,25/08/18 às 3:31,124.0,3
Tamanho de pixel de uma String em Python,3/12/18 às 19:47,124.0,2
Como utilizar o FindItem do QTreeWidget em PyQt ?,21/02/14 às 17:36,124.0,1
Como fazer um timeout e reexecutar uma linha de comando em Python?,27/11/20 às 20:00,123.0,1
Função para retornar o próprio nome do código fonte em python,8/05/18 às 14:30,123.0,4
Como converter object em numero no pandas?,17/07/20 às 22:48,123.0,-1
Fazer borda -1 utilizando erode e dilate (Python),9/04/20 às 18:37,123.0,0
Por que a lista mostra os dois primeiros elementos?,19/02/16 às 10:26,123.0,1
Transformar programa python em executavel com banco de dados,3/02/20 às 16:34,123.0,0
NameError: name 'pytesseract' is not defined,21/10/20 às 11:31,123.0,0
no SQLAlchemy qual a diferença entre filter e filter_by,25/10/19 às 20:35,123.0,0
Como fazer uma autenticação com token (JWT)?,4/04/19 às 4:57,123.0,1
Números Primos com While e For,11/06/20 às 12:59,123.0,1
Lista em Python,5/04/19 às 18:40,123.0,0
Composição de objetos em Python,30/05/20 às 15:36,123.0,4
Como calcular um valor ótimo para a variável CONCURRENT_REQUESTS do Scrapyd?,9/01/15 às 20:01,123.0,4
Gráfico de Linha Personalizado - qualquer ferramenta,8/06/18 às 14:37,123.0,3
Criação de código no pyhton [fechada],2/04/20 às 4:24,123.0,-2
Exibir mensagem(QmessageBox) de outra classe que não a principal em PyQt4,21/11/17 às 17:45,122.0,2
Remover as letras minúsculas de uma lista,6/08/20 às 17:22,122.0,3
Python 64 bits tem vantagem?,31/05/20 às 3:02,122.0,6
Erro na indentação em python,9/04/18 às 17:10,122.0,0
AttributeError: module 'plotly.validators.layout.template.data' has no attribute 'IsosurfacesValidator',5/02/19 às 10:37,122.0,2
"Como recuperar texto de um widget do tkinter, criado com o gerador de GUIs PAGE?",11/10/18 às 12:14,122.0,-2
Como deixar as colunas do Triângulo de Floyd perfeitamente simétricas?,9/08/20 às 16:43,122.0,-1
só consigo abrir imagens png com o tkinter,14/02/20 às 0:32,122.0,0
passar dados do input para a tabela do banco de dados mysql,12/06/19 às 0:18,122.0,2
Destruir um conteiner já criado no tkinter,28/06/17 às 14:05,122.0,1
Como abrir vários HTML's e salvar o conteúdo sequencialmente em um txt,2/04/19 às 11:22,122.0,-1
Erro ao executar aplicação com interface gráfica no Python 3,8/08/16 às 15:29,122.0,0
Duvida Reconhecimento de Pontos com OpenCv e Dlib,2/06/18 às 20:02,122.0,0
Não consigo executar pygame.mixer com uma interface Tkinter no PyDroid,22/02/20 às 23:25,122.0,0
"Usuário digita 15 números aleatórios, programa retorna a média, os números maiores que a média e os menores que a média!",2/01/19 às 20:09,122.0,2
Verificação isset em python (detalhes),19/06/19 às 21:22,122.0,3
Array Split duas vezes Python,4/10/18 às 3:54,122.0,0
Ocorrência de um dígito num número inteiro usando Python,7/07/20 às 12:42,122.0,0
Como exercer print na interface gráfica?,24/07/19 às 0:31,122.0,0
Dividir sub-lista em python,27/04/20 às 15:59,122.0,0
Como adiciono um array dentro de uma matrix em python,1/05/20 às 17:19,122.0,1
Erro ao executar python,8/10/16 às 16:01,121.0,1
Validar data como feriado ou não,18/06/19 às 20:06,121.0,2
duvida de Lógica em Python,26/11/20 às 20:10,121.0,1
O que é RDD (resilient distributed dataset)?,5/02/20 às 17:47,121.0,5
Encontrar número com menor quantidade de casas decimais entre dois outros números,15/11/18 às 20:54,121.0,2
nao esta acumulando valores nas listas,20/10/18 às 18:43,121.0,0
